Service Name,Port Number,Transport Protocol,Description,Assignee,Contact,Registration Date,Modification Date,Reference,Service Code,Unauthorized Use Reported,Assignment Notes
vcscmd,14150,tcp,Veritas Cluster Server Command Server,[Anand_Bhalerao],[Anand_Bhalerao],2008-10-02,,,,,
,14151-14153,,Unassigned,,,,,,,,
vad,14154,tcp,Veritas Application Director,[Rajeev_Verma],[Rajeev_Verma],2006-02,,,,,
,14155-14249,,Unassigned,,,,,,,,
cps,14250,tcp,Fencing Server,[Mayank_Vasa],[Mayank_Vasa],2008-04-03,,,,,
,14251-14413,,Unassigned,,,,,,,,
ca-web-update,14414,tcp,CA eTrust Web Update Service,[Robert_Ciochon],[Robert_Ciochon],2006-08,,,,,
,14415-14499,,Unassigned,,,,,,,,
xpra,14500,tcp,xpra network protocol,[Xpra],[Antoine_Martin],2016-10-05,,,,,
,14501-14935,,Unassigned,,,,,,,,
hde-lcesrvr-1,14936,tcp,hde-lcesrvr-1,[Horizon_Digital_Ente],[Horizon_Digital_Ente],,,,,,
hde-lcesrvr-2,14937,tcp,hde-lcesrvr-2,[Horizon_Digital_Ente],[Horizon_Digital_Ente],,,,,,
,14938-14999,,Unassigned,,,,,,,,
hydap,15000,tcp,Hypack Data Aquisition,[HYPACK_Inc],[Mircea_Neacsu],,2011-10-27,,,,
,15001,,Unassigned,,,,,,,,
onep-tls,15002,tcp,Open Network Environment TLS,[Cisco_3],[Andrew_Thurber],2014-01-21,,,,,
,15003-15117,,Unassigned,,,,,,,,
,15118,tcp,Reserved,,,,,,,,
,15119-15344,,Unassigned,,,,,,,,
xpilot,15345,tcp,XPilot Contact Port,[Bert_Gijsbers],[Bert_Gijsbers],,,,,,
,15346-15362,,Unassigned,,,,,,,,
3link,15363,tcp,3Link Negotiation,[Brant_Thomsen],[Brant_Thomsen],2003-01,,,,,
,15364-15554,,Unassigned,,,,,,,,
cisco-snat,15555,tcp,Cisco Stateful NAT,[Kaushik_Biswas],[Kaushik_Biswas],2006-03,,,,,
,15556-15659,,Unassigned,,,,,,,,
bex-xr,15660,tcp,Backup Express Restore Server,[Catalogic_Software_Inc],[Chi_Shih_Chang],2008-03-19,2015-02-04,,,,
,15661-15739,,Unassigned,,,,,,,,
ptp,15740,tcp,Picture Transfer Protocol,[Petronel_Bigioi],[Petronel_Bigioi],2004-11,,,,,Defined TXT keys: guid=<Device guid>
,15741-15997,,Unassigned,,,,,,,,
,15998,tcp,Reserved,,,,,,,,
programmar,15999,tcp,ProGrammar Enterprise,[Norman_Wilson],[Norman_Wilson],2010-10-06,,,,,
fmsas,16000,tcp,Administration Server Access,[Mark_Davidson],[Mark_Davidson],2010-10-06,,,,Known Unauthorized Use on port 16000,
fmsascon,16001,tcp,Administration Server Connector,[Mark_Davidson],[Mark_Davidson],2010-10-06,,,,,
gsms,16002,tcp,GoodSync Mediation Service,[Vadim_Maslov],[Vadim_Maslov],2010-10-06,,,,,
,16003,tcp,Reserved,,,,,,,,
,16004-16019,,Unassigned,,,,,,,,
jwpc,16020,tcp,Filemaker Java Web Publishing Core,[Robert_Parks],[Robert_Parks],2010-05-12,,,,,
jwpc-bin,16021,tcp,Filemaker Java Web Publishing Core Binary,[Robert_Parks],[Robert_Parks],2010-05-12,,,,,
,16022-16160,,Unassigned,,,,,,,,
sun-sea-port,16161,tcp,Solaris SEA Port,[Dana_Porter],[Dana_Porter],2003-10,,,,,
solaris-audit,16162,tcp,Solaris Audit - secure remote audit log,[Jan_Friedel],[Jan_Friedel],2009-05-07,,,,,
,16163-16308,,Unassigned,,,,,,,,
etb4j,16309,tcp,etb4j,[Christopher_R_Smith],[Christopher_R_Smith],2004-11,,,,,
pduncs,16310,tcp,"Policy Distribute, Update Notification",[Diane_I_Shannon],[Diane_I_Shannon],2006-08,,,,,
pdefmns,16311,tcp,Policy definition and update management,[Diane_I_Shannon],[Diane_I_Shannon],2007-04,,,,,
,16312-16359,,Unassigned,,,,,,,,
netserialext1,16360,tcp,Network Serial Extension Ports One,[Michael_J_Hoy],[Michael_J_Hoy],,,,,,
netserialext2,16361,tcp,Network Serial Extension Ports Two,[Michael_J_Hoy],[Michael_J_Hoy],,,,,,
,16362-16366,,Unassigned,,,,,,,,
netserialext3,16367,tcp,Network Serial Extension Ports Three,[Michael_J_Hoy],[Michael_J_Hoy],,,,,,
netserialext4,16368,tcp,Network Serial Extension Ports Four,[Michael_J_Hoy],[Michael_J_Hoy],,,,,,
,16369-16383,,Unassigned,,,,,,,,
connected,16384,tcp,Connected Corp,[Nicole_C_Ouellette],[Nicole_C_Ouellette],2004-02,,,,,
rdgs,16385,tcp,Reliable Datagram Sockets,[Oracle_7],[Sowmini_Varadhan],2015-04-30,,,,,
,16386-16618,,Unassigned,,,,,,,,
xoms,16619,tcp,X509 Objects Management Service,[Francis_GASCHET],[Francis_GASCHET],2008-09-08,,,,,
,16620-16664,,Unassigned,,,,,,,,
axon-tunnel,16665,tcp,Reliable multipath data transport for high latencies,[Bridgeworks],[Paul_Burgess],2014-09-26,,,,,
,16666,tcp,Reserved,,,,,,,,
,16667-16788,,Unassigned,,,,,,,,
cadsisvr,16789,tcp,This server provides callable services to mainframe External Security Managers from any TCP/IP platform,[Broadcom],[Thomas_Sakowski],2015-06-02,2023-03-29,,,,
,16790-16899,,Unassigned,,,,,,,,
newbay-snc-mc,16900,tcp,Newbay Mobile Client Update Service,[Srinivasa_Nayudu],[Srinivasa_Nayudu],2009-07-06,,,,,
,16901-16949,,Unassigned,,,,,,,,
sgcip,16950,tcp,Simple Generic Client Interface Protocol,[John_Aquilino],[John_Aquilino],,,,,,
,16951-16990,,Unassigned,,,,,,,,
intel-rci-mp,16991,tcp,INTEL-RCI-MP,[Jane_Dashevsky],[Jane_Dashevsky],,,,,,
amt-soap-http,16992,tcp,Intel(R) AMT SOAP/HTTP,[David_T_Hines],[David_T_Hines],2005-02,,,,,
amt-soap-https,16993,tcp,Intel(R) AMT SOAP/HTTPS,[David_T_Hines],[David_T_Hines],2005-02,,,,,
amt-redir-tcp,16994,tcp,Intel(R) AMT Redirection/TCP,[Nimrod_Diamant],[Nimrod_Diamant],2005-02,,,,,
amt-redir-tls,16995,tcp,Intel(R) AMT Redirection/TLS,[Nimrod_Diamant],[Nimrod_Diamant],2005-02,,,,,
,16996-17006,,Unassigned,,,,,,,,
isode-dua,17007,tcp,,,,,,,,,
,17008-17009,,Unassigned,,,,,,,,
ncpu,17010,tcp,Plan 9 cpu port,[Ronald_G_Minnich],[Ronald_G_Minnich],2022-05-13,,,,,Defined TXT keys: u=username; k=keypattern; f=fstabFILE; n=namespace; h=hostkey; r=root
,17011-17183,,Unassigned,,,,,,,,
vestasdlp,17184,tcp,Vestas Data Layer Protocol,[Vestas_Wind_Systems],[Teunis_de_Wit],2013-10-30,,,,,
soundsvirtual,17185,tcp,Sounds Virtual,[Richard_Snider],[Richard_Snider],,,,,,
,17186-17218,,Unassigned,,,,,,,,
chipper,17219,tcp,Chipper,[Ronald_Jimmink],[Ronald_Jimmink],,,,,,
avtp,17220,tcp,IEEE 1722 Transport Protocol for Time Sensitive Applications,[Transport_Protocol_for_Time-Sensitive_Networking_TG],[Ashley_Butterworth],2014-03-07,,,,,
avdecc,17221,tcp,"IEEE 1722.1 AVB Discovery, Enumeration, Connection management, and Control",[IEEE_1722_1],[Jeffrey_Daniel_Koftinoff],2011-11-01,,,,,
,17222,tcp,Reserved,,,,,,,,
isa100-gci,17223,tcp,ISA100 GCI is a service utilizing a common interface between an ISA100 Wireless gateway and a client application,[ISA100_Wireless_Compliance_Institute],[Jay_Werb],2015-07-24,,,,,
trdp-pd,17224,udp,Train Realtime Data Protocol (TRDP) Process Data,[IEC_Central_Office],[Gianosvaldo_Fadin],2015-07-24,,,,,
trdp-md,17225,tcp,Train Realtime Data Protocol (TRDP) Message Data,[IEC_Central_Office],[Gianosvaldo_Fadin],2015-07-24,,,,,
,17226-17233,,Unassigned,,,,,,,,
integrius-stp,17234,tcp,Integrius Secure Tunnel Protocol,[Christian_Klemetsson],[Christian_Klemetsson],2010-03-04,,,,,
ssh-mgmt,17235,tcp,SSH Tectia Manager,[Ville_Laurikari],[Ville_Laurikari],2005-08,,,,,
,17236-17499,,Unassigned,,,,,,,,
db-lsp,17500,tcp,Dropbox LanSync Protocol,[Paul_Bohm],[Paul_Bohm],2010-01-21,,,,,
,17501-17554,,Unassigned,,,,,,,,
ailith,17555,tcp,Ailith management of routers,[Thomas_Boje],[Thomas_Boje],2014-03-27,,,,,
,17556-17728,,Unassigned,,,,,,,,
ea,17729,tcp,Eclipse Aviation,[William_Schmidt],[William_Schmidt],2006-03,,,,,
,17730-17753,,Unassigned,,,,,,,,
zep,17754,tcp,Encap. ZigBee Packets,[Fred_Fierling],[Fred_Fierling],2006-02,,,,,
zigbee-ip,17755,tcp,ZigBee IP Transport Service,[Chris_Herzog],[Chris_Herzog],2006-05,,,,,
zigbee-ips,17756,tcp,ZigBee IP Transport Secure Service,[Chris_Herzog],[Chris_Herzog],2006-05,,,,,
,17757-17776,,Unassigned,,,,,,,,
sw-orion,17777,tcp,SolarWinds Orion,[Joel_Dolisy],[Joel_Dolisy],2008-09-10,,,,,
,17778-17999,,Unassigned,,,,,,,,
biimenu,18000,tcp,"Beckman Instruments, Inc.",[R_L_Meyering],[R_L_Meyering],,,,,,
,18001-18103,,Unassigned,,,,,,,,
radpdf,18104,tcp,RAD PDF Service,[Christopher_Truxaw],[Christopher_Truxaw],2010-10-15,,,,,
,18105-18135,,Unassigned,,,,,,,,
racf,18136,tcp,z/OS Resource Access Control Facility,[Bruce_Wells],[Bruce_Wells],2010-10-04,,,,,
,18137-18180,,Unassigned,,,,,,,,
opsec-cvp,18181,tcp,OPSEC CVP,[Alon_Kantor],[Alon_Kantor],,,,,,
opsec-ufp,18182,tcp,OPSEC UFP,[Alon_Kantor],[Alon_Kantor],,,,,,
opsec-sam,18183,tcp,OPSEC SAM,[Alon_Kantor],[Alon_Kantor],,,,,,
opsec-lea,18184,tcp,OPSEC LEA,[Alon_Kantor],[Alon_Kantor],,,,,,
opsec-omi,18185,tcp,OPSEC OMI,[Alon_Kantor],[Alon_Kantor],,,,,,
ohsc,18186,tcp,Occupational Health SC,[David_Fudge],[David_Fudge],2003-08,,,,,
opsec-ela,18187,tcp,OPSEC ELA,[Alon_Kantor],[Alon_Kantor],,,,,,
,18188-18240,,Unassigned,,,,,,,,
checkpoint-rtm,18241,tcp,Check Point RTM,[Dudi_Hazan],[Dudi_Hazan],,,,,,
iclid,18242,tcp,Checkpoint router monitoring,[Check_Point_Software],[Rahul_Bahadur],2012-06-28,,,,,
clusterxl,18243,tcp,Checkpoint router state backup,[Check_Point_Software],[Rahul_Bahadur],2012-06-28,,,,,
,18244-18261,,Unassigned,,,,,,,,
gv-pf,18262,tcp,GV NetConfig Service,[Scott_Libert],[Scott_Libert],2008-01-29,,,,,
,18263-18462,,Unassigned,,,,,,,,
ac-cluster,18463,tcp,AC Cluster,[Lisa_Zhong],[Lisa_Zhong],,,,,,
,18464-18515,,Unassigned,,,,,,,,
,18516,tcp,Reserved,,,,,,,,
,18517-18633,,Unassigned,,,,,,,,
rds-ib,18634,tcp,Reliable Datagram Service,[Andy_Grover],[Andy_Grover],2009-02-27,,,,,
rds-ip,18635,tcp,Reliable Datagram Service over IP,[Andy_Grover],[Andy_Grover],2009-05-20,,,,,
,18636-18667,,Unassigned,,,,,,,,
vdmmesh,18668,tcp,Manufacturing Execution Systems Mesh Communication,[Van_Doren_MES],[Edwin_van_de_Burgt],2016-10-31,,,,,
,18669-18768,,Unassigned,,,,,,,,
ique,18769,tcp,IQue Protocol,[Avi_Drissman],[Avi_Drissman],2002-07,,,,,
,18770-18880,,Unassigned,,,,,,,,
infotos,18881,tcp,Infotos,[Marcel_Dube],[Marcel_Dube],2004-11,,,,,
,18882-18887,,Unassigned,,,,,,,,
apc-necmp,18888,tcp,APCNECMP,[Michael_Yip],[Michael_Yip],,,,,,
,18889-18999,,Unassigned,,,,,,,,
igrid,19000,tcp,iGrid Server,[Massimo_Cafaro],[Massimo_Cafaro],2004-11,,,,,
,19001-19006,,Unassigned,,,,,,,,
scintilla,19007,tcp,Scintilla protocol for device services,[Veejansh_Inc],[Chirag_Patel],2014-03-04,,,,,
,19008-19019,,Unassigned,,,,,,,,
j-link,19020,tcp,J-Link TCP/IP Protocol,[SEGGER],[SEGGER],,,,,,
,19021-19190,,Unassigned,,,,,,,,
opsec-uaa,19191,tcp,OPSEC UAA,[Reuven_Harrison],[Reuven_Harrison],,,,,,
,19192-19193,,Unassigned,,,,,,,,
ua-secureagent,19194,tcp,UserAuthority SecureAgent,[Reuven_Harrison_2],[Reuven_Harrison_2],2003-01,,,,,
,19195-19219,,Unassigned,,,,,,,,
cora,19220,tcp,Client Connection Management and Data Exchange Service,[Softvise_GmbH],[Ronny_Krüger],2016-11-10,,,,,
,19221-19282,,Unassigned,,,,,,,,
keysrvr,19283,tcp,Key Server for SASSAFRAS,[Mark_Valence],[Mark_Valence],,,,,,
,19284-19314,,Unassigned,,,,,,,,
keyshadow,19315,tcp,Key Shadow for SASSAFRAS,[Mark_Valence],[Mark_Valence],,,,,,
,19316-19397,,Unassigned,,,,,,,,
mtrgtrans,19398,tcp,mtrgtrans,[Katsuhito_Muroi],[Katsuhito_Muroi],,,,,,
,19399-19409,,Unassigned,,,,,,,,
hp-sco,19410,tcp,hp-sco,[Larry_Schwartz],[Larry_Schwartz],,,,,,
hp-sca,19411,tcp,hp-sca,[Larry_Schwartz],[Larry_Schwartz],,,,,,
hp-sessmon,19412,tcp,HP-SESSMON,[Gita_Murthy],[Gita_Murthy],,,,,,
,19413-19538,,Unassigned,,,,,,,,
fxuptp,19539,tcp,FXUPTP,[Keiji_Okuma],[Keiji_Okuma],2005-08,,,,,
sxuptp,19540,tcp,SXUPTP,[Keiji_Okuma],[Keiji_Okuma],2002-08,,,,,
jcp,19541,tcp,JCP Client,[Yuji_Sasaki],[Yuji_Sasaki],,,,,,
,19542-19787,,Unassigned,,,,,,,,
mle,19788,udp,Mesh Link Establishment,[IESG],[IETF_Chair],2012-12-18,,,,,
,19789,,Unassigned,,,,,,,,
faircom-db,19790,tcp,FairCom Database,[FairCom_Corporation],[Michael_Bowers],2020-12-04,,,,,
,19791-19997,,Unassigned,,,,,,,,
iec-104-sec,19998,tcp,IEC 60870-5-104 process control - secure,[Grant_Gilchrist],[Grant_Gilchrist],2010-10-18,,,,,
dnp-sec,19999,tcp,Distributed Network Protocol - Secure,[Grant_Gilchrist],[Grant_Gilchrist],2008-08-04,,,,,
dnp,20000,tcp,DNP,[Michael_Thesing],[Michael_Thesing],,,,,,
microsan,20001,tcp,MicroSAN,[Thomas_E_Ludwig],[Thomas_E_Ludwig],2004-02,,,,,
commtact-http,20002,tcp,Commtact HTTP,[Tomas_Svoboda],[Tomas_Svoboda],2004-12,,,,,
commtact-https,20003,tcp,Commtact HTTPS,[Tomas_Svoboda],[Tomas_Svoboda],2004-12,,,,,
,20004,,Unassigned,,,,,,,,
openwebnet,20005,tcp,OpenWebNet protocol for electric network,[BTicino_S_p_A],[BTicino_S_p_A],2008-04-09,,,,,
,20006-20011,,Unassigned,,,,,,,,
,20012,tcp,Reserved,,,,,,,,
ss-idi,20013,tcp,Samsung Interdevice Interaction,[Hong_Jungkih],[Hong_Jungkih],,,,,,
opendeploy,20014,tcp,OpenDeploy Listener,[Todd_Scallan],[Todd_Scallan],2005-08,,,,,
,20015-20033,,Unassigned,,,,,,,,
nburn-id,20034,tcp,"NetBurner ID Port IANA assigned this well-formed service name as a replacement for ""nburn_id"".",[Paul_Breed],[Paul_Breed],2003-11,,,,,
,20035-20045,,Unassigned,,,,,,,,
tmophl7mts,20046,tcp,TMOP HL7 Message Transfer Service,[Tim_Riley],[Tim_Riley],2009-07-31,,,,,
,20047-20047,,Unassigned,,,,,,,,
mountd,20048,tcp,NFS mount protocol,[Nicolas_Williams],[Nicolas_Williams],2010-08-09,,,,,
nfsrdma,20049,tcp,Network File System (NFS) over RDMA,,,,2017-09-05,[RFC8267],,,
,20050-20056,,Unassigned,,,,,,,,
avesterra,20057,tcp,AvesTerra Hypergraph Transfer Protocol (HGTP),[Georgetown_University],[J.C._Smart],2016-06-06,,,,,
,20058-20166,,Unassigned,,,,,,,,
tolfab,20167,tcp,TOLfab Data Change,[Pierre_Couderc],[Pierre_Couderc],2006-03,,,,,
,20168-20201,,Unassigned,,,,,,,,
ipdtp-port,20202,tcp,IPD Tunneling Port,[Vikki_Yin_Wei],[Vikki_Yin_Wei],2003-01,,,,,
,20203-20221,,Unassigned,,,,,,,,
ipulse-ics,20222,tcp,iPulse-ICS,[Meggie_Garica_Woodru],[Meggie_Garica_Woodru],,,,,,
,20223-20479,,Unassigned,,,,,,,,
emwavemsg,20480,tcp,emWave Message Service,[Harald_Striepe],[Harald_Striepe],2008-02-14,,,,,
,20481-20669,,Unassigned,,,,,,,,
track,20670,tcp,Track,[Michael_Sweet],[Michael_Sweet],,,,,,
,20671-20809,,Unassigned,,,,,,,,
crtech-nlm,20810,tcp,CRTech NLM,[Cullimore_And_Ring_Technologies],[Dave_Wilkins],2021-06-24,,,,,
,20811-20998,,Unassigned,,,,,,,,
athand-mmp,20999,tcp,At Hand MMP,[Stepan_Riha],[Stepan_Riha],,,,,,
irtrans,21000,tcp,IRTrans Control,[Marcus_Mueller],[Marcus_Mueller],2004-11,,,,,
,21001-21009,,Unassigned,,,,,,,,
notezilla-lan,21010,tcp,Notezilla.Lan Server,[Conceptworld_Corporation],[Gautam_Jain],2013-08-20,,,,,
,21011-21211,,Unassigned,,,,,,,,
trinket-agent,21212,tcp,Distributed artificial intelligence,[Holvonix_LLC],[Advay_Mengle],2017-11-29,,,,,
cohesity-agent,21213,tcp,Cohesity backup agents,[Cohesity_Inc],[Sashi_Madduri],2019-08-01,,,,,
,21214-21220,,Unassigned,,,,,,,,
aigairserver,21221,tcp,Services for Air Server,[AIG_S.L.],[Edelmiro_Gonzalez_Martinez],2017-03-16,,,,,
,21222-21552,,Unassigned,,,,,,,,
rdm-tfs,21553,tcp,Raima RDM TFS,[Paul_Johnson],[Paul_Johnson],2011-05-02,,,,,
dfserver,21554,tcp,MineScape Design File Server,[Michael_Purser],[Michael_Purser],2006-06,,,,,
,21555-21589,,Unassigned,,,,,,,,
vofr-gateway,21590,tcp,VoFR Gateway,[Marty_Borden],[Marty_Borden],,,,,,
,21591-21799,,Unassigned,,,,,,,,
tvpm,21800,tcp,TVNC Pro Multiplexing,[Brian_Blevins],[Brian_Blevins],,,,,,
sal,21801,tcp,Safe AutoLogon,[WM_Software_Inc.],[WM_Software_Inc.],2022-07-05,2022-07-06,,,,
,21802-21844,,Unassigned,,,,,,,,
webphone,21845,tcp,webphone,[Toby_Hosterman],[Toby_Hosterman],,,,,,
netspeak-is,21846,tcp,NetSpeak Corp. Directory Services,[Toby_Hosterman],[Toby_Hosterman],,,,,,
netspeak-cs,21847,tcp,NetSpeak Corp. Connection Services,[Toby_Hosterman],[Toby_Hosterman],,,,,,
netspeak-acd,21848,tcp,NetSpeak Corp. Automatic Call Distribution,[Toby_Hosterman],[Toby_Hosterman],,,,,,
netspeak-cps,21849,tcp,NetSpeak Corp. Credit Processing System,[Toby_Hosterman],[Toby_Hosterman],,,,,,
,21850-21999,,Unassigned,,,,,,,,
snapenetio,22000,tcp,SNAPenetIO,[Kevin_Kuhns],[Kevin_Kuhns],,,,,,
optocontrol,22001,tcp,OptoControl,[Kevin_Kuhns],[Kevin_Kuhns],,,,,,
optohost002,22002,tcp,Opto Host Port 2,[Doug_Leany],[Doug_Leany],2006-09,,,,,
optohost003,22003,tcp,Opto Host Port 3,[Doug_Leany],[Doug_Leany],2006-09,,,,,
optohost004,22004,tcp,Opto Host Port 4,[Doug_Leany],[Doug_Leany],2006-09,,,,,
optohost004,22005,tcp,Opto Host Port 5,[Doug_Leany],[Doug_Leany],2006-09,,,,,
,22006-22124,,Unassigned,,,,,,,,
dcap,22125,tcp,dCache Access Protocol,[Christoph_Anton_Mitt],[Christoph_Anton_Mitt],2009-03-10,,,,,
,22126-22127,,Unassigned,,,,,,,,
gsidcap,22128,tcp,GSI dCache Access Protocol,[Christoph_Anton_Mitt],[Christoph_Anton_Mitt],2009-03-10,,,,,
,22129-22221,,Unassigned,,,,,,,,
easyengine,22222,tcp,EasyEngine is CLI tool to manage WordPress Sites on Nginx server,[rtCamp_Solutions_Private_Limited],[Rahul_Bansal],2014-03-10,,,,,
,22223-22272,,Unassigned,,,,,,,,
wnn6,22273,tcp,wnn6,[Yasunari_Gon_Yamasit],[Yasunari_Gon_Yamasit],,,,,,
,22274-22304,,Unassigned,,,,,,,,
cis,22305,tcp,CompactIS Tunnel,[Justin_Paupore],[Justin_Paupore],2007-08-16,,,,,
,22306-22332,,Unassigned,,,,,,,,
showcockpit-net,22333,tcp,ShowCockpit Networking,[Ricardo_Dias],[Ricardo_Dias],2020-11-18,,,,,
,22334,,Unassigned,,,,,,,,
shrewd-control,22335,tcp,Initium Labs Security and Automation Control,[Initium_Labs_LLC],[Manbir_Sahni],2015-03-06,,,,,
,22336-22342,,Unassigned,,,,,,,,
cis-secure,22343,tcp,CompactIS Secure Tunnel,[Justin_Paupore],[Justin_Paupore],2007-08-16,,,,,
,22344-22346,,Unassigned,,,,,,,,
wibukey,22347,tcp,WibuKey Standard WkLan,[Wolfgang_Voelker],[Wolfgang_Voelker],2007-06,,,,,
,22348-22349,,Unassigned,,,,,,,,
codemeter,22350,tcp,CodeMeter Standard,[Wolfgang_Voelker],[Wolfgang_Voelker],2007-06,,,,,
codemeter-cmwan,22351,tcp,TPC/IP requests of copy protection software to a server,[WIBU-SYSTEMS_AG],[Wolfgang_Völker_2],2013-06-25,,,,,
,22352-22536,,Unassigned,,,,,,,,
caldsoft-backup,22537,tcp,CaldSoft Backup server file transfer,[CaldSoft],[Mark_Caldwell],2011-08-12,,,,,
,22538-22554,,Unassigned,,,,,,,,
vocaltec-wconf,22555,tcp,Vocaltec Web Conference,[Scott_Petrack],[Scott_Petrack],,,,,,
,22556-22762,,Unassigned,,,,,,,,
talikaserver,22763,tcp,Talika Main Server,[Laxman_C_Marathe],[Laxman_C_Marathe],2006-12,,,,,
,22764-22799,,Unassigned,,,,,,,,
aws-brf,22800,tcp,Telerate Information Platform LAN,[Timo_Sivonen],[Timo_Sivonen],,,,,,
,22801-22950,,Unassigned,,,,,,,,
brf-gw,22951,tcp,Telerate Information Platform WAN,[Timo_Sivonen],[Timo_Sivonen],,,,,,
,22952-22999,,Unassigned,,,,,,,,
inovaport1,23000,tcp,Inova LightLink Server Type 1,[Chris_Koeritz_3],[Chris_Koeritz_3],2006-10,,,,,
inovaport2,23001,tcp,Inova LightLink Server Type 2,[Chris_Koeritz_3],[Chris_Koeritz_3],2006-10,,,,,
inovaport3,23002,tcp,Inova LightLink Server Type 3,[Chris_Koeritz_3],[Chris_Koeritz_3],2006-10,,,,,
inovaport4,23003,tcp,Inova LightLink Server Type 4,[Chris_Koeritz_3],[Chris_Koeritz_3],2006-10,,,,,
inovaport5,23004,tcp,Inova LightLink Server Type 5,[Chris_Koeritz_3],[Chris_Koeritz_3],2006-10,,,,,
inovaport6,23005,tcp,Inova LightLink Server Type 6,[Chris_Koeritz_3],[Chris_Koeritz_3],2006-10,,,,,
,23006-23052,,Unassigned,,,,,,,,
gntp,23053,tcp,Generic Notification Transport Protocol,[Growl_Project],[Chris_Forsythe],2012-02-07,,,,,
,23054-23271,,Unassigned,,,,,,,,
,23272,tcp,Reserved,,,,,,,,
,23273-23293,,Unassigned,,,,,,,,
5afe-dir,23294,tcp,5AFE SDN Directory,[Ayoda_GmbH],[Laurenz_Eschwey],2016-04-01,,,,,
,23295-23332,,Unassigned,,,,,,,,
elxmgmt,23333,tcp,Emulex HBAnyware Remote Management,[Maziar_Tamadon],[Maziar_Tamadon],2007-11-06,,,,,
,23334-23399,,Unassigned,,,,,,,,
novar-dbase,23400,tcp,Novar Data,[Keith_Kilroy],[Keith_Kilroy],2006-02,,,,,
novar-alarm,23401,tcp,Novar Alarm,[Keith_Kilroy],[Keith_Kilroy],2006-02,,,,,
novar-global,23402,tcp,Novar Global,[Keith_Kilroy],[Keith_Kilroy],2006-02,,,,,
,23403-23455,,Unassigned,,,,,,,,
aequus,23456,tcp,Aequus Service,[James_Anson],[James_Anson],2009-02-12,,,,,
aequus-alt,23457,tcp,Aequus Service Mgmt,[James_Anson],[James_Anson],2009-02-12,,,,,
,23458-23545,,Unassigned,,,,,,,,
areaguard-neo,23546,tcp,AreaGuard Neo - WebServer,[SODATSW_spol],[Roman_Štěpánek],2012-05-31,,,,,
,23547-23999,,Unassigned,,,,,,,,
med-ltp,24000,tcp,med-ltp,[Juergen_Fischbach],[Juergen_Fischbach],,,,,,
med-fsp-rx,24001,tcp,med-fsp-rx,[Juergen_Fischbach],[Juergen_Fischbach],,,,,,
med-fsp-tx,24002,tcp,med-fsp-tx,[Juergen_Fischbach],[Juergen_Fischbach],,,,,,
med-supp,24003,tcp,med-supp,[Juergen_Fischbach],[Juergen_Fischbach],,,,,,
med-ovw,24004,tcp,med-ovw,[Juergen_Fischbach],[Juergen_Fischbach],,,,,,
med-ci,24005,tcp,med-ci,[Juergen_Fischbach],[Juergen_Fischbach],,,,,,
med-net-svc,24006,tcp,med-net-svc,[Juergen_Fischbach],[Juergen_Fischbach],,,,,,
,24007-24241,,Unassigned,,,,,,,,
filesphere,24242,tcp,fileSphere,[Carl_Cedergren],[Carl_Cedergren],,,,,,
,24243-24248,,Unassigned,,,,,,,,
vista-4gl,24249,tcp,Vista 4GL,[Ingenta_plc],[Mark_Itzcovitz],,2020-01-06,,,,
,24250-24320,,Unassigned,,,,,,,,
ild,24321,tcp,Isolv Local Directory,[Mitchell_Bass],[Mitchell_Bass],2005-08,,,,,
hid,24322,udp,Transport of Human Interface Device data streams,[Freebox_SAS],[Nicolas_Pouillon],2012-12-14,,,,,
vrmg-ip,24323,tcp,Verimag mobile class protocol over TCP,[Verimag_OOO],[Denis_Ionov],2018-08-15,,,,,
,24324-24385,,Unassigned,,,,,,,,
intel-rci,24386,tcp,"Intel RCI IANA assigned this well-formed service name as a replacement for ""intel_rci"".",[Mark_Lewis_2],[Mark_Lewis_2],,,,,,
,24387-24464,,Unassigned,,,,,,,,
tonidods,24465,tcp,Tonido Domain Server,[Madhan_Kanagavel],[Madhan_Kanagavel],2008-07-18,,,,,
,24466-24553,,Unassigned,,,,,,,,
binkp,24554,tcp,BINKP,[Maxim_Masiutin],[Maxim_Masiutin],,2020-06-02,,,,
,24555-24576,,Unassigned,,,,,,,,
bilobit,24577,tcp,bilobit Service,[bilobit_GmbH],[Martin_Schmuker],2014-08-15,,,,,
,24578-24665,,Unassigned,,,,,,,,
sdtvwcam,24666,tcp,Service used by SmarDTV to communicate between a CAM and a second screen application,[SmarDTV],[Vincent_Demortier],2015-03-04,,,,,
,24667-24675,,Unassigned,,,,,,,,
canditv,24676,tcp,Canditv Message Service,[Gary_Aston],[Gary_Aston],2009-03-10,,,,,
flashfiler,24677,tcp,FlashFiler,[Ben_Oram],[Ben_Oram],,,,,,
proactivate,24678,tcp,Turbopower Proactivate,[Ben_Oram],[Ben_Oram],,,,,,
,24679,,Unassigned,,,,,,,,
tcc-http,24680,tcp,TCC User HTTP Service,[Brian_Kennedy],[Brian_Kennedy],2006-08,,,,,
,24681-24726,,Unassigned,,,,,,,,
,24727,,Unassigned,,,,,,,Unauthorized Use Known on port 24727,
,24728-24753,,Unassigned,,,,,,,,
cslg,24754,tcp,Citrix StorageLink Gateway,[Mark_Nijmeijer],[Mark_Nijmeijer],2009-04-17,,,,,
